path,bytes,mtime,last_commit,inbound_refs
frontend/src/components/records/wizard/step-clinical-data.tsx,5768,2026-06-22,2026-06-22,5
frontend/src/components/records/wizard/step-review.tsx,5309,2026-06-14,2026-06-22,5
frontend/src/components/records/wizard/step-type-selection.tsx,3345,2026-06-18,2026-06-22,5
frontend/src/components/records/wizard/step-visit-details.tsx,6868,2026-06-22,2026-06-22,5
frontend/src/components/reminders/reminder-form-sheet.tsx,2187,2026-06-10,2026-06-22,1
frontend/src/components/reminders/reminder-form.tsx,9125,2026-05-03,2026-06-22,4
frontend/src/components/shared/chat-primitives.tsx,10087,2026-06-15,2026-06-22,1
frontend/src/components/shared/confirm-dialog.tsx,1405,2026-05-03,2026-06-22,12
frontend/src/components/shared/contextual-empty-state.tsx,5831,2026-06-12,2026-06-22,8
frontend/src/components/shared/dawnstar-logo.tsx,2158,2026-05-01,2026-06-22,2
frontend/src/components/shared/empty-state-illustrations.tsx,5796,2026-06-12,2026-06-22,5
frontend/src/components/shared/empty-state.tsx,1379,2026-06-12,2026-06-22,19
frontend/src/components/shared/error-boundary.tsx,3116,2026-06-16,2026-06-22,2
frontend/src/components/shared/error-state.tsx,711,2026-05-01,2026-06-22,13
frontend/src/components/shared/global-search.tsx,17509,2026-06-12,2026-06-22,1
frontend/src/components/shared/lazy-markdown.tsx,381,2026-05-31,2026-06-22,1
frontend/src/components/shared/member-picker.tsx,4016,2026-05-31,2026-06-22,1
frontend/src/components/shared/offline-banner.tsx,480,2026-05-04,2026-06-22,1
frontend/src/components/shared/page-loader.tsx,530,2026-05-31,2026-06-22,4
frontend/src/components/shared/password-input.tsx,945,2026-05-03,2026-06-22,4
frontend/src/components/shared/register-sw.tsx,1890,2026-06-17,2026-06-22,1
frontend/src/components/shared/reset-database-dialog.tsx,3503,2026-06-17,2026-06-22,1
frontend/src/components/shared/theme-toggle.tsx,700,2026-04-15,2026-06-22,1
frontend/src/components/shared/universal-quick-add.tsx,7643,2026-06-18,2026-06-22,1
frontend/src/components/shared/verification-badge.tsx,5470,2026-06-21,2026-06-22,12
frontend/src/components/shared/view-toggle.tsx,1620,2026-06-12,2026-06-22,4
frontend/src/components/ui/alert.tsx,2044,2026-04-22,2026-06-22,219
frontend/src/components/ui/avatar.tsx,2990,2026-04-19,2026-06-22,13
frontend/src/components/ui/badge.tsx,1902,2026-04-22,2026-06-22,98
frontend/src/components/ui/button.tsx,3203,2026-04-19,2026-06-22,445
frontend/src/components/ui/card.tsx,2612,2026-04-22,2026-06-22,250
frontend/src/components/ui/checkbox.tsx,1340,2026-04-19,2026-06-22,10
frontend/src/components/ui/dialog.tsx,3903,2026-04-19,2026-06-22,68
frontend/src/components/ui/dropdown-menu.tsx,8740,2026-04-19,2026-06-22,1
frontend/src/components/ui/health-score-ring.tsx,2897,2026-06-21,2026-06-22,5
frontend/src/components/ui/input.tsx,1045,2026-04-22,2026-06-22,192
frontend/src/components/ui/label.tsx,508,2026-04-19,2026-06-22,886
frontend/src/components/ui/popover.tsx,2774,2026-05-03,2026-06-22,30
frontend/src/components/ui/progress.tsx,791,2026-04-28,2026-06-22,85
frontend/src/components/ui/select.tsx,6646,2026-04-19,2026-06-22,555
frontend/src/components/ui/separator.tsx,529,2026-04-19,2026-06-22,24
frontend/src/components/ui/sheet.tsx,4307,2026-04-19,2026-06-22,10
frontend/src/components/ui/skeleton.tsx,278,2026-04-22,2026-06-22,11
frontend/src/components/ui/sonner.tsx,1120,2026-04-19,2026-06-22,40
frontend/src/components/ui/stepper.tsx,3220,2026-06-12,2026-06-22,17
frontend/src/components/ui/switch.tsx,1698,2026-04-19,2026-06-22,23
frontend/src/components/ui/table.tsx,2281,2026-04-19,2026-06-22,582
frontend/src/components/ui/textarea.tsx,846,2026-04-22,2026-06-22,30
frontend/src/components/ui/tooltip.tsx,2791,2026-04-19,2026-06-22,14
frontend/src/globals.css,11762,2026-06-18,2026-06-22,6
frontend/src/hooks/use-dashboard.ts,730,2026-05-31,2026-06-22,1
frontend/src/hooks/use-dirty-warn.ts,590,2026-04-15,2026-06-22,3
frontend/src/hooks/use-notifications.ts,865,2026-05-04,2026-06-22,1
frontend/src/hooks/use-online-status.ts,517,2026-05-04,2026-06-22,1
frontend/src/hooks/use-scroll-to-error.ts,1010,2026-06-22,2026-06-22,2
frontend/src/layouts/app-layout.tsx,1802,2026-06-10,2026-06-22,1
frontend/src/layouts/auth-layout.tsx,2978,2026-05-04,2026-06-22,1
frontend/src/lib/__tests__/api-client.test.ts,4780,2026-06-12,2026-06-22,9
frontend/src/lib/__tests__/insight-extract.test.ts,7022,2026-06-19,2026-06-22,0
frontend/src/lib/__tests__/parse-sections.test.ts,3414,2026-06-19,2026-06-22,0
frontend/src/lib/__tests__/provider-utils.test.ts,1822,2026-06-18,2026-06-22,0
frontend/src/lib/__tests__/use-insight-stream.test.ts,2782,2026-06-19,2026-06-22,1
frontend/src/lib/api-client.ts,8825,2026-06-18,2026-06-22,44
frontend/src/lib/api/ai.ts,374,2026-06-21,2026-06-22,0
frontend/src/lib/api/attachments.ts,1223,2026-06-21,2026-06-22,209
frontend/src/lib/api/auth.ts,913,2026-06-21,2026-06-22,666
frontend/src/lib/api/backup.ts,2954,2026-06-17,2026-06-22,344
frontend/src/lib/api/conversations.ts,1665,2026-06-21,2026-06-22,155
frontend/src/lib/api/dashboard.ts,208,2026-06-21,2026-06-22,124
frontend/src/lib/api/database.ts,626,2026-06-17,2026-06-22,216
frontend/src/lib/api/health-alerts.ts,221,2026-06-21,2026-06-22,4
frontend/src/lib/api/household.ts,2692,2026-06-20,2026-06-22,1310
frontend/src/lib/api/members.ts,8911,2026-07-18,2026-07-18,849
frontend/src/lib/api/notifications.ts,256,2026-06-21,2026-06-22,112
frontend/src/lib/api/provider-assignments.ts,609,2026-06-21,2026-06-22,12
frontend/src/lib/api/providers.ts,1081,2026-05-01,2026-06-22,521
frontend/src/lib/api/records.ts,6762,2026-06-21,2026-06-22,888
frontend/src/lib/api/reminders.ts,1022,2026-05-01,2026-06-22,264
frontend/src/lib/api/vaccinations.ts,659,2026-06-21,2026-06-22,54
frontend/src/lib/auth.ts,723,2026-05-03,2026-06-22,670
frontend/src/lib/batch-chunks.ts,1712,2026-06-21,2026-06-22,2
frontend/src/lib/batch-stream.ts,2520,2026-06-21,2026-06-22,2
frontend/src/lib/clinical-data.ts,4936,2026-05-03,2026-06-22,12
frontend/src/lib/constants.ts,3055,2026-06-20,2026-06-22,33
frontend/src/lib/extraction-store.ts,5064,2026-06-10,2026-06-22,10
frontend/src/lib/hooks/use-insight-stream.ts,5763,2026-06-19,2026-06-22,6
frontend/src/lib/hooks/use-verification-polling.ts,2376,2026-06-12,2026-06-22,11
frontend/src/lib/insight-extract.ts,6557,2026-06-19,2026-06-22,4
frontend/src/lib/markdown.ts,1871,2026-06-12,2026-06-22,102
frontend/src/lib/member-context.ts,1003,2026-06-20,2026-06-22,2
frontend/src/lib/parse-sections.ts,2457,2026-06-19,2026-06-22,8
frontend/src/lib/pdf-export.ts,1412,2026-06-12,2026-06-22,7
frontend/src/lib/pending-entry.ts,980,2026-06-14,2026-06-22,4
frontend/src/lib/provider-utils.ts,1166,2026-06-18,2026-06-22,5
frontend/src/lib/quick-record.ts,2236,2026-05-01,2026-06-22,5
frontend/src/lib/record-type-configs.ts,13094,2026-06-16,2026-06-22,20
frontend/src/lib/record-utils.ts,2279,2026-06-20,2026-06-22,3
frontend/src/lib/types/ai.ts,324,2026-04-09,2026-06-22,0
frontend/src/lib/types/attachment.ts,189,2026-04-09,2026-06-22,503
frontend/src/lib/types/auth.ts,503,2026-05-04,2026-06-22,672
frontend/src/lib/types/backup.ts,1451,2026-06-17,2026-06-22,356
frontend/src/lib/types/conversation.ts,530,2026-04-09,2026-06-22,478
frontend/src/lib/types/dashboard.ts,2682,2026-05-31,2026-06-22,125
frontend/src/lib/types/database.ts,1238,2026-06-17,2026-06-22,217
frontend/src/lib/types/enums.ts,820,2026-06-10,2026-06-22,52
frontend/src/lib/types/health-alert.ts,546,2026-05-01,2026-06-22,5
frontend/src/lib/types/health-record.ts,4764,2026-06-19,2026-06-22,34
frontend/src/lib/types/household.ts,1503,2026-06-20,2026-06-22,1321
frontend/src/lib/types/member.ts,8700,2026-07-18,2026-07-18,4616
frontend/src/lib/types/message.ts,1108,2026-06-21,2026-06-22,435
frontend/src/lib/types/notification.ts,207,2026-04-09,2026-06-22,228
frontend/src/lib/types/provider-assignment.ts,307,2026-04-09,2026-06-22,17
frontend/src/lib/types/provider.ts,798,2026-06-10,2026-06-22,2482
frontend/src/lib/types/reminder.ts,960,2026-04-09,2026-06-22,662
frontend/src/lib/types/smart-report.ts,2049,2026-06-19,2026-06-22,41
frontend/src/lib/types/vaccination.ts,517,2026-04-15,2026-06-22,126
frontend/src/lib/utils.ts,2493,2026-06-20,2026-06-22,87
frontend/src/lib/web-vitals.ts,1403,2026-06-18,2026-06-22,2
frontend/src/main.tsx,1832,2026-06-17,2026-06-22,169
frontend/src/pages/ai-tools/ai-tools-hub.tsx,10196,2026-06-20,2026-06-22,4
frontend/src/pages/ai-tools/chat.tsx,736,2026-06-12,2026-06-22,148
frontend/src/pages/ai-tools/document-extraction.tsx,1381,2026-06-12,2026-06-22,6
frontend/src/pages/ai-tools/drug-interactions.tsx,1314,2026-06-12,2026-06-22,26
frontend/src/pages/ai-tools/insights.tsx,2576,2026-06-19,2026-06-22,73
frontend/src/pages/ai-tools/pre-consultation.tsx,1994,2026-06-12,2026-06-22,39
frontend/src/pages/ai-tools/smart-entry.tsx,7389,2026-06-14,2026-06-22,13
frontend/src/pages/ai-tools/summaries.tsx,6584,2026-06-18,2026-06-22,18
frontend/src/pages/chat.tsx,691,2026-06-10,2026-06-22,148
frontend/src/pages/home.tsx,1746,2026-06-13,2026-06-22,50
frontend/src/pages/household-records.tsx,1077,2026-05-31,2026-06-22,3
frontend/src/pages/login-2fa.tsx,2668,2026-05-30,2026-06-22,1
frontend/src/pages/login.tsx,189,2026-05-30,2026-06-22,97
frontend/src/pages/member-detail.tsx,1137,2026-06-10,2026-06-22,8
frontend/src/pages/member-edit.tsx,5957,2026-06-19,2026-06-22,1
frontend/src/pages/member-new.tsx,3237,2026-06-19,2026-06-22,1
frontend/src/pages/onboarding.tsx,1131,2026-05-31,2026-06-22,22
frontend/src/pages/people.tsx,3825,2026-06-21,2026-06-22,121
frontend/src/pages/provider-detail.tsx,1013,2026-05-31,2026-06-22,1
frontend/src/pages/provider-edit.tsx,2424,2026-06-10,2026-06-22,1
frontend/src/pages/provider-new.tsx,1700,2026-06-10,2026-06-22,1
frontend/src/pages/providers.tsx,564,2026-06-10,2026-06-22,523
frontend/src/pages/record-batch.tsx,1434,2026-06-10,2026-06-22,1
frontend/src/pages/record-detail.tsx,1023,2026-05-31,2026-06-22,4
frontend/src/pages/record-edit.tsx,4108,2026-06-14,2026-06-22,3
frontend/src/pages/record-new.tsx,5206,2026-06-22,2026-06-22,6
frontend/src/pages/register.tsx,134,2026-05-30,2026-06-22,183
frontend/src/pages/reminder-edit.tsx,3004,2026-06-20,2026-06-22,1
frontend/src/pages/reminder-new.tsx,2375,2026-06-20,2026-06-22,1
frontend/src/pages/settings.tsx,37344,2026-06-20,2026-06-22,387
frontend/src/router.tsx,8925,2026-06-12,2026-06-22,496
frontend/src/test-setup.ts,21,2026-06-12,2026-06-22,0
frontend/src/vite-env.d.ts,79,2026-06-12,2026-06-22,1
frontend/tsconfig.json,541,2026-06-11,2026-06-22,0
frontend/vite.config.ts,1462,2026-06-17,2026-06-22,3
frontend/vitest.config.ts,355,2026-06-12,2026-06-22,0
lefthook.yml,927,2026-07-18,2026-07-18,7
package.json,78,2026-06-12,2026-06-22,33
packaging/build-deb.sh,9818,2026-06-20,2026-06-22,4
packaging/db-setup.py,5236,2026-06-17,2026-06-22,7
packaging/restore-archive.sh,5582,2026-06-22,2026-06-22,8
prompts/consultation_summary.md,2074,2026-06-19,2026-06-22,5
prompts/transcription_report.md,3318,2026-06-19,2026-06-22,34
scripts/deploy-frontend.sh,1069,2026-05-31,2026-06-22,0
scripts/sync-all-backend.sh,855,2026-06-22,2026-06-22,0
scripts/sync-all2.sh,583,2026-05-31,2026-06-22,0
